评论人,时间,内容
markeshaking,2018-01-20,Date Night Wit Da Kid! #momandson #redlobster #starlightdrivein #thecommuter #jumanji #datenight #datenightwiththekid
cineyseriesrd,2018-01-20,"Trailer: The commuter. Un agente de seguros está en su viaje de tren de regreso a casa cuando una misteriosa extraña contacta con él, viéndose obligado a destapar la identidad de un pasajero oculto antes de la última parada. Pronto se ve envuelto en una conspiración criminal que amenaza tanto su vida como la del resto de pasajeros. #thecommuter #cartelera #cineyseriesrd #peliculas #movies #cine #liamneeson"
tw.weightloss,2018-01-20,"Dinner today was jacket pot with left over chilli and hexA cheese. I had a bacon sandwich for tea using hexb bread and 2 syn brown sauce. Then we went watching the commuter in cinema and it was soooo good!! I love Liam neeson! Anywayyyy, whilst there I got Diet Coke (resisted the tango ice blasts even tho they’re my fave!) has a crunchie for 7.5 syns and some jelly snakes for around 10 syns so ending today on 19.5, sure I’ve gone over but it could of been much worse at the cinema! #slimmingworld #syns #thecommuter #iresisted #hallefuckinglujah"
biz_mento,2018-01-20,Another great movie from Liam Neeson. He always delivers a good performance. #thecommuter
realize714,2018-01-20,Just watched #TheCommuter and I didnt expect much from it I just like #LiamNeeson #Action #Thrillers and boy I came out thinking I enjoyed the end of my Wednesday night pretty well after watching this #movie. Bottomline The Commuter is a movie which is full of twist and turns and should be seen by all action and thriller fans. #VeraFarmiga #PatrickWilson #JonathanBanks #ElizabethMcGovern #SamNeil #JaumeColletSerra #OmbraFilms #StudioCanal #ThePictureCompany #Lionsgate #NYPD #Train #Commute #Fired #Cop #Detective #MovieReview #Review #MovieLover #MovieBuff #Critic #Thriller #714 #OrangeCounty #OC Thanks @RegalMovies
sophiakingbaby,2018-01-20,Laugh at yourself 🌸 . . . . #twobunches #coolhair #bestie #bestfriends #melanin #girl #winter #active #shopping #nosleep #food #london #Westfield #fiveguys #movie #thecommuter #liamneeson #movie #film #londongirl #happygirl #laugh #love #live #dream #inspire #encourage #motivated #goodvibes #converse #denim
twoandahalfchefsfoodtruck,2018-01-20,Don't miss #twoandahalfchefs at the #coburgdriveincinema this Thursday 25th & Friday 26th for #australiaday #celebrations 🇦🇺🍿🎬🚗🚛 #twoandahalfchefsfoodtruck #coburgdrivein #coburg #drivein #villagecinemas #amfvg #thecommuter #mazerunner #popcorn #candy #australia #foodtruck #summer #fun #movies
sophiakingbaby,2018-01-20,Oh hello ❤️ . . . . #twobunched #coolhair #bestie #bestfriends #melanin #girl #winter #active #shopping #nosleep #food #london #Westfield #fiveguys #movie #thecommuter #liamneeson #movie #film #londongirl #happy #positive #goodvibes #chill #happiness #excited #love
susanmarie2211,2018-01-20,Double date tomorrow night for me! My husband and the gorgeous #liamneeson ❤❤❤ #thecommuter #crush #movienight #cineworld #saturdaynight
bigscreenreviews00,2018-01-20,#TheCommuter #LiamNeeson #VeraFarmiga #MovieBuff #BigScreenReviews00 Check out the full review here: https://youtu.be/842GA_o1AKA
pri_sydney,2018-01-20,#thecommuter #movie #night #friday #city #eventcinemas #cinema #drama #mystery #watching #it #for #liamneeson #instamovies #instacinema #instafilm
rhys_bebb21,2018-01-20,The Commuter was great ! #TheCommuter #LiamNeeson #Film #Movie #Cinema
pakoken,2018-01-20,Montréal l'hiver la nuit. 🌹🌹🌹🌹🌹 #farinefiveroses #montreal #montreallife #mtlmoments #mtlblog #winter #hiver #thecommuter
pakoken,2018-01-20,Montréal l'hiver. 🌹🌹🌹🌹🌹 #farinefiveroses #montreal #montreallife #mtlmoments #mtlblog #winter #hiver #thecommuter
jesenjoy,2018-01-20,#afterworkmovietime #pathedekuip #movieaddict #chilltime #thecommuter #4dk #letswatchthis
__.collins__,2018-01-19,-Movie Date #thecommuter 🎦🎫📽
the_official_nickie_wilks,2018-01-20,Dinner and a movie with my Bestie!!!! #bridgestreet #thecommuter 🎥🍿
averan_42,2018-01-20,"Friday is our cinema day (mostly). Today we saw „The Commuter“. It‘s a nice action movie, but not really outstanding. In our hitlist of 2018 is The Commuter on the third place (of 3) so far. . #thecommuter #liamneeson #samneill #verafarmiga #patrickwilson #cinema #movie #instamovie #nofilter #film #films #movies #instafilm #bluraycollector #moviecollector #moviecollection #moviejunkie #filmjunkie #nowwatching #cinephile #cinephilecommunity #cineast #c1cinema #kino #kinoabend"
rockts22,2018-01-20,Hell this movie kicks ass. #popcorn #action #thecommuter 🤯🤯💥
nassirhu,2018-01-20,Insidious the last key at Cineworld . #dublin #ireland #cineworld #parnellstreet #street #insidious #cinema #horror #insidiousthelastkey #cineworld #lastjedi #3d #popcorn #food #foodblogger #cinemas #nofilter #nofilterneeded #discoverdublin #wars #fitfam #starwars #nomnomnom #nom #thecommuter #visitdublin #visitireland #film #imax #films
dieoezgecan,2018-01-20,#thecommuter #liamneeson 👏👌
tributeforvera,2018-01-20,|| UPDATE || @verafarmiga interviewed at « The Commuter » premiere. 🏆♥️ ‪Just listen to this smart woman : “ Yeah! But it’s fine when men do it“‬ 💕 #vera #farmiga #verafarmiga #veraannfarmiga #tribute #tributeforverafarmiga #love #beautiful #actress #bestactress #omgpage #edits #QueenVera #QueenV #timesup #whywewearblack #interview #thecommuter #thepassenger 🎥 : Repost from @verafarmigaseye on Twitter
buyukfikirler2017,2018-01-20,🎬 Film köşesinde bugün: Yolcu 🍿 #yolcu #liamneeson #verafarmiga #thecommuter #film #büyükfikirler
turpsfilmreview,2018-01-20,"""Someone on this train does not belong."" #TurpsFilmReview (6/10) THE COMMUTER is yet another collaboration between director Jaume Collet-Sera and Liam Neeson and is in the same vein as previous ventures, 'Unknown' and especially 'Non-Stop'. All three of these films revolve around a mystery that obviously isn't getting solved until the end. My biggest issue with this director (and his scripts) is that he never gives you enough context to solve these mystery films on your own, but then wants to pretend to be intelligent when you can't figure out ""whodunit"". There's virtually no shock value when you find out the culprit has been hiding off-screen for 99% of the movie. Non-Stop isn't quite as guilty as this film is, but it's just as manipulative in its approach. Collet-Sera just hides pertinent information to be revealed at the end in a really unsatisfactory way. The rest of the plot isn't special either and is entirely predictable. All the twists and turns can be seen from a mile away and character motives are pretty obvious right out of the gate. The reveal of why he was chosen by Vera Farmiga's character for this ""experiment"", or whatever you wanna call it, is completely ridiculous too. Liam Neeson almost single handedly saves this film from being 105 minutes of dullness with his performance. Say what you will, but Neeson is a master at holding your attention and could make eating a bowl cereal a thrill ride. The rest of the cast including Patrick Wilson, Sam Neill, Jonathan Banks, and Vera Farmiga are all serviceable and provide interesting enough characters. Overall however, THE COMMUTER took a decent idea and made a decent movie out of it. If you're a Neeson fan, there's enjoyment to be had here, but it's no 'Taken'. Thanks for reading."
jacqu_m_m_g_from_liverpool__uk,2018-01-20,#movienight#thecommuter#action#thriller#whosewho#liamneeson#verafarmiga. #patrickwilson#samneill#betrayal#family#loyaltyiseverything#life#death#situation#actors#repetition#daily#journey#destination#everydaylife
onlygeekinthevillage,2018-01-20,First cinema trip of the year and it was a belter #TheCommuter #CinemaTicket #FilmBuff #ScreenJunkie #TotalFilm #Empire
marielle.peeters,2018-01-20,Gezellig avondje bios! #movie #thecommuter #kinepolisbreda #ilikeliamneeson #leukefilm
chindeegee,2018-01-20,Got the whole cinema for ourselves 😁😉😜 #moviedate🎬 #thecommuter
ammeg13,2018-01-20,#friday #cinema #thecommuter #husbandandwife #film #afternoon #us #nottingham
ruckuz18,2018-01-20,"Breaking news @movies_of_the_future: #LiamNeeson says he'd return for another #StarWars movie. With an #ObiWanKenobi reportedly in development at #Lucasfilm, everyone would love to see #QuiGonJinn's force ghost appear in that movie. #EwanMcGregor wants to make the movie, so c'mon #KathleenKennedy, what're you waiting for? You can see Neeson in #TheCommuter now."
cobinoblin,2018-01-20,Can't get enough of Liam Neeson. I wonder how many throats punches he'll hit in this. #thecommuter #liamneeson #throatpunch #action
maik.fox,2018-01-20,#weekend#friday#mood#cinema#with #boo#thecommuter#liamneeson#best#adidasstyle#jacket #by @millania.shop ☝️☺️🎬📽
denise_bray_comicnerd,2018-01-20,"As most movies are, they are a bit slow to begin with. But then they build itself up. I'll give this movie 3 out of 5 popcorn #firday #movie #movienight #movieticket #ticket #cineworld #cinema #liamneeson #patrickwilson #samneill #thecommutermovie #thecommuter"
santosbarriosdj,2018-01-20,#elpasajero #thecommuter . . . . . . . #movies #watching #cine #cinema #film #lianneeson
andrebonastre,2018-01-20,Great night out with this chick 💙 #lutwychecitylimits #readingcinemas #newcinemasmell #thecommuter #sushiedo #datenight #liamneeson #poorbloke #toughlife
thejamiehughesshow,2018-01-20,My review of The Commuter is now on YouTube! (Link in bio). . . . #thecommuter #liamneeson #patrickwilson #verafarmiga #filmreview #moviereview #youtube #smallyoutuber
adventuresofmarbie,2018-01-20,TRAIN yourself to let go of everything you fear to lose. -Yoda 🚆 011918 #AdventuresOfMarbie #Train #TheCommuter #travellove #worldtravel #Yoda
adventuresoffilm,2018-01-20,"The only other film that I’ve ever seen Liam Neeson in is Love Actually (although I think I’ve seen 10 minutes of Taken) so I wasn’t sure what to expect but this was very good. It was really gripping, right from the start and the way that it all slowly began to piece together was brilliant. It was paced really well and kept you guessing but allowed a few little things to figure out. 8/10 #thecommuter #liamneeson"
sobe117,2018-01-20,It’s Friday January 19th of 2018 and once again went to the #amctheater in #FramingamMassachusetts #amcframingham to see 2 movies first movie I saw was #Paddington2 and it starts #BenWhishaw as the voice of #Paddingtonbear #SallyHawkins #HughBonneville #JulieWalters #PeterCapaldi #BrendanGleeson #HughGrant #JimBroadbent and was directed by #PaulKing then saw #TheCommuter and it starts #LiamNeeson #VeraFarmiga #SamNeill #PatrickWilson #RolandMøller #ClaraLago #FlorencePugh #ElizabethMcGovern and was directed by #JaumeColletSerra #MovieEmperor #movieticket #electricbulletinboard #CinemaConqueror #Movieking #amcamazing
emmahall2302,2018-01-20,Movie time! #thecommuter
bri0nyxoxo,2018-01-20,"Haven’t been this excited in ages!!! Finally going to see @verafarmiga at the cinema, this hasn’t happened for me since #Orphan back in #2009 😩😩😩🙌🏼📽😭❤️ #buzzin #myidol #verafarmiga #thecommuter #cinema #fundayfriday 🎉"
alex_dgreat,2018-01-20,#thecommuter #weekendwithfriends
liam.neeson.original,2018-01-20,"#liamneeson Premiere Paris #thecommuter January 16, 2018 ❤🔥"
mr.cineoficial,2018-01-20,"ESTRENOS! El regreso en tren a casa de un hombre de negocios y felizmente casado, se verá envuelto en una conspiración criminal, que pondrá en peligro su vida y la de su familia en #TheCommuter (EUA, 2018), dirigida por #JaumeColletSerra. Thriller protagonizado por #LiamNeeson, #Patrick Wilson y #Vera Farmiga."
highfly1987,2018-01-20,😊😊😊#imax #thecommuter #tgif #odeon
lightcinema_sheffield,2018-01-20,This week: #ThePost 📝 #TheCommuter 🚂 #Coco 🎉 #Insidious 👹 #DarkestHour 🇬🇧 #ThreeBillboards 💪 #TheGreatestShowman 🎪 #AllTheMoneyInTheWorld 💸
peliseriesdr,2018-01-20,"Pelicula con mucha accion y gran suspenso!!! Recomendada, no dejes de verla #thecommuter"
movielover2307,2018-01-20,"Not a very good character piece, but still an amazing action Movie! ‘The Commuter’ gets a B+ #thecommuter"
billybow40,2018-01-20,Having spent all week on the tube to and from work. I’m qualified to watch this Liam neeson film 👍 #vivaforever42 #love #instagood #odeon #thecommuter #liamneeson #film #cinema #cinematographer
jonathan_arun_ltd,2018-01-20,Don't miss @thecommuterfilm which is out today in cinemas with our Nila Aalia as the role of Sherri. #TheCommuter Watch the trailer here: http://bit.ly/2gYJz9s
chasing_nessie_2018,2018-01-20,Spending my vitality rewards and staying on track at the flicks!! #vuecinema #wwflex #flexeffect #weightwatchers #smartpoints #vitalityrewards #thecommuter
fullactmedia,2018-01-20,"‘The Commuter’ Review: Dir. Jaume Collet-Serra (2017) #entertainment #filmreviews, #jaumecolletserra, #liamneeson, #thecommuter, #verafarmiga Fullact Trending Stories With The Laugh Mixture Film Reviews, Jaume Collet-Serra, Liam Neeson, the commuter, vera farmiga ENTERTAINMENT http://fullact.com/the-commuter-review-dir-jaume-collet-serra-2017/"
gary.dowden,2018-01-20,Shocked that this is my first cinema visit of 2018 but a decent way to begin with a cross between Orient Express and Unstoppable. Not brilliant but very enjoyable. #odeon #odeonlimitless #odeontrowbridge #lovefilms #films #filmbuff #movies #cinema #liamneeson #thecommuter
evi_wm,2018-01-20,#louisana #kino #thecommuter #weekend #drinks #bestfriends #2018 #hamburg #schönerabend❤️ #nachos #gintonic #bier #blankenesebolognese #steandjules #love #blonddoitbetter #brownhair #dinnerforthree #check✔️
johanpstromer,2018-01-20,Klassisk Leam med @emilforss 👌 #bio #leam #thecommuter
lann.anhh_,2018-01-20,Quần đẹp nhất rạp chiếu =))) Quên k chụp đôi dép màu hường nữa 🐷 #cinema #thecommuter
thecommuterfilm,2018-01-20,"See why critics rave ""the suspense is endless"" in #TheCommuter. Get tickets today and board the action packed thrill-ride - NOW PLAYING in theaters. Ticket link in bio."
damagecontrolpodcast,2018-01-20,It’s #TheCommuter vs #ProudMary in this week’s Damage Report. We also talk @comediansincarsgettingcoffee and @Netflix’s The End Of The F***ing World.
flashfireboom,2018-01-20,Our weekend box office predictions. #boxoffice #boxofficepredictions #weekend #jumanji #jumanjiwelcometothejungle #thepost #thegreatestshowman #12strong #thecommuter #movie #movies #films #film
mickysmith1,2018-01-20,#cinema #cineworld #thecommuter
etted_bb,2018-01-20,Its friyayyy #cinema time #thecommuter #liamneeson
rosssvlogs,2018-01-20,#thecommuter movie time. 🤠
ajitcjoseph,2018-01-20,#jumanjiwelcometothejungle #thecommuter
mkepisani,2018-01-20,"Liam Neeson better make way for ""The Peacoat"", a 2018 action thriller that follows Pisani and his quest to find a seat #thecommuter #LIRR #news12 #whereisgregcannella"
dreadnought.83,2018-01-20,5th film of the year. #thecommuter #thecommutermovie #cinema #cineworld @cineworld #cinematography #filmphotography #film #movie #movies #movienight #liamneeson #verafarmiga #patrickwilson #samneill #elizabethmcgovern #5thfilmoftheyear #5thfilm
moviefiles,2018-01-20,"Here’s our January 19th-21st Box Office Weekend Predictions! 1.) Jumanji:Welcome To The Jungle - $20 million 2.) The Post - $15 million 3.) 12 Strong - $13 million 4.) The Greatest Showman- $8 million 5.) The Commuter - $6 million 🎟 ... What movie or movies will you see this weekend and what’s your predictions for the Box Office? Leave in comments 👇Visit our #YouTubeChannel {Link in Bio 🔝} to see our #12Strong Review! As always don’t forget to COMMENT, LIKE, SHARE & SUBSCRIBE! ▶️ 🎥 - ... #MoviesFiles #jumanjiwelcometothejungle #thepost #thecommuter #liamneeson #therock #kevinhart #chrishemsworth #boxoffice #thegreatestshowman #movies #movieweekend #top5 #filmcommunity #filmfans #hughjackman #movies #weekend #filmfan #filmjunkie #moviefan #weekend #weekendmovie #boxofficeresults #movietheater #cinema #cinephilecommunity #movieaddict #youtubers- ... 📌Follow @moviefiles for Movie/TV Reviews! ☑️ 📌LIKE and COMMENT below, thanks in advance! 😉"
paulgrahamsworld,2018-01-20,How my nights looking... @odeoncinemas guys you gotta try a @benandjerrys shake mix of Cookie Dough S’wich and Double Caramel Brownie! 🤤 #metime #movietime #movienight #youtuber #odeonlimitless #thecommuter #threebillboards #threebillboardsoutsideebbingmissouri #movies #movie #film #films #milkshake #cinephile
yvnp.id,2018-01-20,. rasanya kayak nonton speed sama taken dalam 1 film ttp oke karena Liam Neeson selalu mempesona actingnya ditambah Vera Farmiga my kesukaan😍 & sepertinya sih ini bakal ada sequelnya @21cineplexcom @thecommuterfilm . . #movielover #movietime #movieaddict #movienight #moviefan #moviefreak #movie #movies #weekend #qualitytime #xxicinema #xxicineplex #bxchange #bintaroxchange #tickets #movietickets #fietvicmoviefreak #thecommuter
anthonyeatencio,2018-01-20,💪🏻 🏃🏻‍♂️Delighted to know that 45min on the cross trainer equals the large salted popcorn I’m about to devour at the cinema 🎥 🍿 🐖 #cineworldglasgow #cineworld #thecommuter #popcorn #breakingeven #balance #maintenance #puregym
shaunywafilms,2018-01-20,Big thanks to @odeoncinemas for today's screening of @thecommuterfilm ...our review will be up on our website tomorrow morning! 😀🎞️ #thecommuter #liamneeson #film #review #video #hollywood #train
fe1ixrothuizen,2018-01-20,Watching The Commuter #thecommuter #commuter #pathe #patheamersfoort #cinemaselfie
emilylovewish,2018-01-20,🎬神救援老爹真的可以不要再救援了啦～替他覺得累累😮#movienight#movies#emilylife#ilovemovies#film#thecommuter
libby_sigrid_queens,2018-01-20,Another brilliant Liam Neeson film 👍👍 #thecommuter #liamneeson #verafarmiga #action #train #film #movie #cinema #instafilm #fan
pegawai_xl,2018-01-20,"It's been almost a decade since Liam Neeson played as Bryan Mills in Taken and that movie not only became a cult in class B action movie but also created a new sub-genre in action which is Neeson-genre. What is Neeson-genre? These are the movies starring Liam Neeson (of course lah!) as a messed-up/retired cop/ex-cop/agent that find redemption and escalate from zero to hero for the greater good in the movie. How can a generic plot like this become a genre with 9 movies since taken (taken trilogy, the grey, unknown, non-stop, a walk among the tombstones, run all night)? That is because he played as close as underdog he can be. There is no hi-tech weapon nor cool cars backing up. An old guy with sad puppy eyes, deep charismatic voice, a gun, a cellphone and a very particular self-skills to break some bones in a close combat and kick bad guys ass. That is my friends the deadly combination in Neeson-genre. The audience was entertained and the total box-office gross more than half a billion US dollars, not bad. (The production cost are very low for these movies) Back to the movies, as usual no spoiler spills but what I can tell you, according my eyes, this movie is a spiritual sequel of Non-stop. If in Non-stop we got Julliane Moore, in this movie we got The Warrens from Conjuring Franchise (Vera Varmiga & Patrick Wilson) face to face with Liam. There is some suspense like in Non-stop and because the setting in the train, I can't help it to compare with Murder at the Orient Express and yes, beside the glamorous Orient Express rather than NY Metro, this movie has more weight than the other one. For a Neeson-genre, this movie just got score 8/10 from me. A must watch movie for all commuters around jabodetabek just like myself 😹"
just_jens_world,2018-01-19,Commuter life 🚆 Enjoyed breakfast (croissant + a cuppa) 🥐 Got the tube & first train all was well 👍🏾 When I went to get my second train I jumped on it in a rush only to find that it wasn’t going to my stop 🤦🏽‍♀️ Friday isn’t going that fab so far but at least I am finally on route to work 😂
huwiemcchewie,2018-01-20,My new taglines for Liam Neeson's film #TheCommuter #film #movies #liamneeson #action
thempcnyc,2018-01-20,#jumanji continues to 💪🏻 at the #boxoffice heading into what looks to be a third consecutive weekend in the No. 1 slot. #12strong and #denofthieves also entering the marketplace. Something to see for all audiences! 🍿🎥 #thempcnyc * * #thepost #thegreatestshowman #thecommuter #starwarsthelastjedi #paddington2 #insidiousthelastkey #proudmary #callmebyyourname #phantomthread /@sonypictures @20thcenturyfox @wbpictures @lionsgate @disneystudios @lucasfilm @stxentertainment @universalpictures @focusfeatures @sonyclassics
dearestrissa22,2018-01-20,#moviedate @voxcinemas #vox #dubai #moe #popcorn #caramel #thecommuter
outbacks2016,2018-01-20,THE COMMUTER LIVES ARE ON THE LINE #thecommuter#movie#drama#mystery#thriller#trailer#lionsgate#studiocanal#actors#actress#liamneeson#verafarmiga#patrickwilson#elizabethmcgovern#samneill#2018
baospears,2018-01-20,Anh già chết luôn mấy vai kiểu này 😂 #thecommuter
peipeichu_l,2018-01-20,看了疾速救援，最強老爸好辛苦， 年紀一大把還要這樣打，但還是超強❤️ 然後爆米花吃一吃又吃晚餐肚子要撐破了。 今日只有我們三個穿西裝外套， 被大鼻說是景行廳男孩🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️ #watchingmovie#watching#movie#thecommuter#liamneeson#liamjohnneeson#tension#stimulate#ramen#dinner#thanks#love#cute#maybe#iwish#work#suit#coat#blue#same
kellypaulingfitness_,2018-01-20,When you ask the guy at the cinema for lots of jalapeños!!! I can’t see the nachos!! #jalapenolover #hotfood #cinemadate #thecommuter #dayoff #bdaygetaway
joepayne87,2018-01-20,Electric Dreams 12. A ‘teep’ behind bars in ‘The Hood Maker’. . #electricdreams #thecommuter #impossibleplanet #thehoodmaker #crazydiamond #humanis #sony #amazon #ch4 #channel4 #philipkdick #book #adaptation #extras #film #tv #television #filmmaking #drama #behindthescenes #makingof #makeup #onset #extra #extras #supportingartist #photography #photo #adobe #lightroom #RX100 ©JoePayne
palaciodelcine,2018-01-20,"Durante su trayecto habitual de vuelta a casa en tren, un hombre de negocios felizmente casado comienza a hablar con una misteriosa pasajera. Pronto el hombre se verá envuelto en una conspiración criminal que amenaza con poner en peligro tanto su vida como la de sus seres más cercanos. #Estreno #TheCommuter #VíveloEnPalacioDelCine"
iwa.muhammad,2018-01-20,"meskipun bendera kita udah beda, sahabat... ya sahabat #formasikuranglengkap #nobar #thecommuter"
miniemie27,2018-01-19,Movie nightt #withsister👭 #thecommuter
aboutbecci_custom_pop,2018-01-19,Endlich schaue ich the commuter an 😍 ich bin schon so gespannt auf den Film!! 😍😍 #thecommuter #liamneeson #funkonerd #funkolover #funkocustom #funkopopcustom #custompop #customvinyl #customfunko #customfunkopop
cinebox.cinemas,2018-01-19,Liam Neeson está de volta com um poderoso filme de ação que te vai deixar colado ao ecrã - #TheCommuter - O Passageiro em exibição nos cinemas CINEBOX!
thecybernecticphantom,2018-01-19,The Commuter #laimneeson #thecommuter
stevenslife12,2018-01-19,"Okej, pomysł ciekawy, sceny walk również dobre oraz film należy do tych co zabijają czas.👌 W niektórych momentach kamera trzęsie się tak bardzo iż zastanawiamy się co właściwie widzimy. Brak dobrych drugoplanowych ról oprócz Patricka Wilsona który jest może z 15 minut. A końcówka filmu jest po prostu przesadzona. I to bardzo.👎 No dam 6,5/10 chyba dlatego iż brakowało mi ostatnio Liama.🎬🏆 #thecommuter #train #liamneeson #nonstop #moviereview #filmreview #moviecritic #filmcritic #filmday #movieday #film #movie #cinema #cinemas #uk #odeon #2018 #premiere #action #costa #coffee #nachos"
soloencinesmx,2018-01-19,Ya puedes disfrutar en cartelera de la movie #ElPasajero #soloencinesmx #soloencines @gussicinemaa #thecommuter #liamneeson
thuhuong0511,2018-01-19,#thecommuter
cinemaspoprd,2018-01-19,Estreno en #PopCinemas: Listos para partir: #TheCommuter : el viajero en tanda única de 7:30 subtitulada !!!
tulhaynee_janet,2018-01-19,"Quarter of #jppa #moviedayout #thecommuter , filem ni overall 2.5* tak sehebat filem #liamneeson sebelum ini but OK, boleh ditonton juz slow skit jalan citer."
joinkjoink,2018-01-19,Happiness❤ iloveyou kagawad😚 #happy19 #64th #insidiousthelastkey #pitchperfect #thecommuter
debbie.hirepadja,2018-01-19,#arisancantikers #finale #nontonbareng #thecommuter #liamneeson #fans #friendship #bestfriends
suicedaconnect,2018-01-19,#Movie day!! #DontCallDontVisitDontWriteMe #ImBusy #GrownManBusiness #denofthieves #proudmary #thecommuter #Harlem
ishian,2018-01-19,babe time 😂😍😍 #TheCommuter
yantipuzil,2018-01-19,"Setelah beberapa bulan 'puasa' ke bioskop dan dpt rekomendasi dari Om Ippho 'Sang Motivator' di twitnya, ga pake mikir panjang langsung capcus nonton #TheCommuter pulang kerja. I am a big fan of #LiamNeeson movies 😍 VERY RECOMMENDED movie! 👍👍👍"
noticiasdjjdaw,2018-01-19,"ATUALIZAÇÃO PROMO FREED! 👉O ator Jamie Dornan começou suas promoções para Fifty Shades Freed e seu primeiro programa para divulgação do último longa da trilogia Fifty Shades, foi ontem 18, no TGNShow e o jornal Belfast norte irlandês, esteve presente e nos conta algumas particularidades bem espirituosas de Dornan, que ainda não tínhamos conhecimento. 😂 Jamie fala sobre uma inusitada ""peruca"" da sua criatividade adolescente, onde colocou na sua virilha, para aparentar ser mais velho do que os seus 15 anos, que segundo o mesmo, parecia ter 7. O ator falou sobre The Fall e 50 Tons de Liberdade e sobre seus outros projetos, mas o site não expôs o conteúdo todo, nos deixando na vontade para assistirmos logo mais a noite, a entrevista completa com o apresentador Graham Norton. Além de Dornan, também compareceram demais convidados e a matéria fala sobre eles: o ator Liam Neeson, falando sobre ""The Commuter"", seu último filme de ação e conspiração e como conheceu sua ex mulher, a atriz Helen Mirren nos sets de filmagens e a própria Helen, falando sobre seu filme sobrenatural de terror, ""Winchester"", e finaliza com a cantora Sigrid, inaugurando a faixa ""Strangers"". O Notícias pegou apenas a parte que diz respeito à Jamie Dornan. Deslize para o lado e leia e ria, imaginando a cena de um Jamie pequeno, querendo ser grande e jamais imaginando que se tornaria um sex symbol, ao ser descoberto como Christian Grey. 😉 PS: Inmate number on set. Inmate number three 👉 ""Número de Set não definido. Número três"" falando do tamanho do ""saco"" peniano (protetor de sexo masculino para atores), que ele usou para cobrir seu pênis. #noticiasdjjdaw #jamiedornan #fiftyshadesfreed #tgnshow #liamneeson #helenmirren #thecommuter #winshester #Sigrid #estranhos #strangerts"
coach_everreyes3rd,2018-01-19,🎥 Movie Night!.. #thecommuter #familyday #dayoff #ThankYouLORDforyourGOODNESS
horologyfng,2018-01-19,"#Repost @hamiltonwatch with @get_repost This is the watch that started it all for me, so to see Hamilton post a pic of it was strangely exciting. I knew nothing about watches but decided to go over my $500 budget for this one and I’m so glad I did. Dressed up, dressed down, it’s a perfect #wotd. It’s not flashy so it doesn’t get a lot of compliments, but when it does it’s from someone who either knows watches or appreciates classic, clean design. ・・・ Refined finishing and contemporary craftsmanship create a modern look that makes the Jazzmaster Day Date Auto perfect for everyday wear. During your daily commute or on the silver screen in @TheCommuterFilm, it’s a watch you’ll be happy to see again and again #americanspirit #swissprecision #TheCommuter"
annie062991,2018-01-19,2018.01.17 ［疾速救援］ 慘了動作片我反而寫不出什麼 整部片的場景都在火車上 所以我覺得這就減少了一點刺激感吧 比起一夜狂奔那樣一直有場景切換加上真的是連夜奔走讓人有種緊張感 疾速救援的疾速就只建立在火車是持續在移動的而已 感覺起來不怎麼刺激 而且片中也沒有以往的壓迫感 覺得蠻從容的 地表最強老爸這次大概是老了沒辦法跑了是吧😂 #thecommuter #liamneeson #疾速救援 #安妮唬蕊蕊電影院
cineplaceportugal,2018-01-19,Ele vai lutar até ao fim. #TheCommuter - já em exibição nos cinemas Cineplace!
nhixxchocoholic10,2018-01-19,"Cinema Date kami ni papa, unlimited play naman ang baby. 👪 #TheCommuter #familylove #kykulit"
daniekrewell,2018-01-19,"#thecommuter Kasianya ka vinda teee , meurusi maaliing , jadi nya gak makeup an deh wkwkwk rambut di kuncir doaang @biancanuravinda jawaaab saaa @anisaacahaya 🤣🤣"
n842679,2018-01-19,連恩尼遜真的是帥、真的是行 ! You 'd better not provoke him ! #TheCommuter #LiamNeeson #lionsgate #train #movie #n842679movies #疾速救援 #連恩尼遜
joinkjoink,2018-01-19,Movie squad😂 3movies in a row. #thecommuter #pitchperfect #insidiousthelastkey
winliestanley,2018-01-19,#thecommuter
tehkheeshin,2018-01-19,看完电影，来打卡🌻 #thecommuter #mural
cinemaschedule882,2018-01-19,Get ready to be on the edge of your seat the whole movie #thecommuter is one we can testify to! Dial *882*1# for the time to get tickets! #showtime882 #Dobox #0datarequired #media #socialmedia #movie #entertainment #nomorestress #allnetwork
bagaz_sbazz,2018-01-19,"sebagai daily reguler commuter, bersyukur cuma hanya melalui 1 tikungan tajam antara stasiun manggarai dan stasiun sudirman ... itupun dgn kecepatan rendah #thecommuter #commuterline #krlonline #pjka #kai #bogorjakarta #bogorjatinegara"
andrechristiannn177,2018-01-19,"Dari Sutradara ""Jaume-Collet Serra"", Sutradara The Shallows (2016) & Non Stop (2014). THE COMMUTER sedang tayang di @cinema.21 dan rencana besok mau nonton film action satu ini... #liamneeson #verafarmiga #patrickwilson #samneill #thecommuter #nowplaying #today"
meandthemovies,2018-01-19,#TheCommuter traveled down a well beaten path with nothing new to really write about...
dinradhi,2018-01-19,When will I watch this movie? Liam Neeson is one of my favourite actor. He maybe look serious but he's cool 😎 The Commuter - January 2018 #newmovie #thecommuter #liamneeson #salammaghrib #prayforgaza #prayforpalestine #prayforaleppo #prayforsyria
